GeneID	Chr	GeneName	Start	Stop	CodingLength	NTG.7_GeneCount	NTG.7_RPKM	NTG.8_GeneCount	NTG.8_RPKM	NTG.9_GeneCount	NTG.9_RPKM	NTG.10_GeneCount	NTG.10_RPKM	AD.16_GeneCount	AD.16_RPKM	AD.17_GeneCount	AD.17_RPKM	AD.18_GeneCount	AD.18_RPKM	AD.19_GeneCount	AD.19_RPKM	AD.20_GeneCount	AD.20_RPKM	AD.CP2.21_GeneCount	AD.CP2.21_RPKM	AD.CP2.22_GeneCount	AD.CP2.22_RPKM	AD.CP2.23_GeneCount	AD.CP2.23_RPKM	AD.CP2.24_GeneCount	AD.CP2.24_RPKM	AD.CP2.25_GeneCount	AD.CP2.25_RPKM
ENSMUSG00000100228	chr1	Gm29257	133025801	133026439	639	11	0.157993703	77	1.38386921	11	0.170576957	11	0.152561114	87	1.294162255	13	0.198182644	12	0.148069828	11	0.177751605	10	0.139251063	82	1.225398822	9	0.134381663	59	0.955915208	16	0.197063289	13	0.207856783
ENSMUSG00000026447	chr1	Pik3c2b	133045667	133108687	9237	2713	2.699596792	1879	2.339554237	2447	2.628837027	2778	2.669226472	3199	3.296747858	2468	2.606570268	3594	3.072312691	2859	3.200641389	2603	2.51116184	3251	3.365755712	3031	3.135345853	2571	2.885834704	3912	3.338002103	2800	3.101565063
ENSMUSG00000101102	chr1	Gm28609	133050128	133068405	463	21	0.416033576	9	0.223104754	14	0.299445442	10	0.191299202	14	0.287249648	16	0.33643738	33	0.561644175	13	0.289751833	15	0.288105648	18	0.371020669	27	0.556062053	4	0.089390084	31	0.526634651	21	0.463129171
ENSMUSG00000102425	chr1	RP23-304O9.1	133128676	133131782	3107	583	1.724307083	456	1.687594604	521	1.663659196	609	1.739271667	510	1.562207133	502	1.575886542	608	1.544855521	521	1.733634467	487	1.396453388	540	1.661714194	504	1.549626383	517	1.724871975	590	1.496362167	508	1.672567004
ENSMUSG00000046062	chr1	Ppp1r15b	133131143	133139783	5594	6002	9.861045616	4576	9.407413212	5526	9.802084485	6264	9.937629427	5970	10.15836213	5921	10.32516998	7434	10.49271232	5183	9.580362397	6094	9.706906626	5989	10.23759164	5980	10.21359349	5132	9.511168812	7341	10.34238858	5546	10.14333098
ENSMUSG00000041757	chr1	Plekha6	133181321	133303435	10827	11486	9.750965782	7963	8.458878055	10545	9.665091918	11957	9.801783866	10215	8.981307674	10277	9.260199627	15352	11.19649304	10867	10.37916078	11728	9.652819897	11785	10.40938136	11747	10.36707397	10147	9.717101661	15080	10.97788842	11532	10.89826112
ENSMUSG00000101693	chr1	Gm19461	133250398	133269808	3429	497	1.331954337	202	0.677394311	298	0.862243235	399	1.032547205	177	0.491279448	347	0.987046458	438	1.008428916	287	0.86534362	297	0.771686357	379	1.056789939	347	0.966746994	310	0.93716251	372	0.854898466	310	0.924843815
ENSMUSG00000103421	chr1	Golt1a	133309800	133323026	1919	15	0.07181532	19	0.11382474	21	0.108548973	17	0.078592089	34	0.168588186	29	0.147366581	27	0.111052371	31	0.16697878	34	0.157817871	32	0.159401473	30	0.149312959	23	0.124214971	51	0.209379744	11	0.058626272
ENSMUSG00000102367	chr1	Kiss1	133309827	133329722	741	10	0.123886266	14	0.217024331	8	0.107002453	20	0.239252911	17	0.218119487	17	0.223535887	22	0.234144562	11	0.153316748	12	0.14413048	22	0.283571353	34	0.437877356	17	0.237570411	12	0.127480295	9	0.124119331
ENSMUSG00000098306	chr1	Gm28040	133309827	133329901	1465	21	0.131677749	28	0.219689023	29	0.196323225	28	0.169533372	44	0.285738103	41	0.272867697	38	0.204698625	41	0.289234907	44	0.267483624	47	0.306624934	55	0.358514062	37	0.261706848	57	0.30648315	17	0.118663123
ENSMUSG00000070645	chr1	Ren1	133350510	133360325	1657	9	0.04989822	1	0.006937449	2	0.011971626	8	0.042828869	2	0.011484046	4	0.023538442	0	0	4	0.02495033	2	0.010750384	4	0.023073796	7	0.040345118	6	0.037524426	2	0.009508482	3	0.01851559
ENSMUSG00000070644	chr1	Etnk2	133363572	133380336	4566	363	0.730638715	347	0.873942297	390	0.847503006	448	0.870719242	374	0.77963269	448	0.957082206	590	1.020202304	386	0.874091934	445	0.868375361	529	1.107817549	552	1.155009461	421	0.955869089	602	1.039037441	366	0.820069947
ENSMUSG00000070643	chr1	Sox13	133382303	133424377	4312	772	1.645375059	528	1.408117059	661	1.521001537	848	1.745209361	662	1.461261634	749	1.694355744	1203	2.202680308	788	1.88950297	762	1.574541117	860	1.907052166	934	2.069402138	827	1.988260957	1171	2.140144782	791	1.876712938
ENSMUSG00000101004	chr1	Gm8596	133529479	133530270	792	2	0.02318376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064814	chr1	Gm23939	133601223	133601355	133	4	0.274398833	0	0	0	0	2	0.132481836	0	0	0	0	0	0	3	0.231535333	0	0	2	0.142747588	2	0.142627304	2	0.154764921	4	0.235299449	0	0
ENSMUSG00000090553	chr1	Snrpe	133603871	133610291	1372	1672	11.19419334	1102	9.231990582	1298	9.382353825	1295	8.372022193	1428	9.901639733	1448	10.28964198	1849	10.63485747	1262	9.505821113	1249	8.1071908	1281	8.92323175	1415	9.848347811	1256	9.485635567	1574	9.036492834	1049	7.818181952
ENSMUSG00000097014	chr1	Gm26706	133610411	133614422	746	4	0.049222816	5	0.07698989	1	0.01328578	14	0.16635604	7	0.089212742	8	0.104489253	13	0.137432058	8	0.11075675	12	0.143165752	12	0.153639974	11	0.140717969	5	0.069405955	8	0.084418009	6	0.082192364
ENSMUSG00000102976	chr1	Zc3h11a	133619862	133661380	6031	9022	13.74891913	6244	11.90654772	8081	13.29570668	9513	13.99868702	10862	17.1434378	9594	15.51817414	11057	14.47575675	8364	14.34014395	9398	13.88521474	9411	14.92169025	9575	15.16892923	7596	13.05782838	12014	15.69972382	9305	15.78541003
ENSMUSG00000094410	chr1	Zbed6	133619940	133661318	10156	11777	10.65850492	8192	9.277026276	10759	10.51269602	12552	10.96929252	14564	13.65100634	12138	11.65960722	13493	10.49079421	10865	11.06280093	12215	10.7178213	12410	11.68557021	12608	11.86200829	9732	9.93536853	15723	12.2021309	12981	13.07806586
ENSMUSG00000102049	chr1	Zbed6	133655879	133660885	5007	3491	6.407853826	2365	5.431891924	3288	6.51591095	3608	6.394893975	4607	8.757967767	3126	6.090134627	3128	4.932507158	3062	6.323269408	3364	5.986461032	3618	6.909519109	3752	7.159389409	2699	5.588379585	4550	7.161645079	4298	8.782191716
ENSMUSG00000051998	chr1	Lax1	133679091	133690108	2309	19	0.075608163	20	0.099586922	22	0.094518833	19	0.073008388	35	0.144246577	27	0.114039164	21	0.071791432	23	0.102971414	24	0.092592915	23	0.095226854	21	0.086872994	21	0.094265906	25	0.085308783	12	0.053158178
ENSMUSG00000026463	chr1	Atp2b4	133699457	133801041	12248	20088	15.07520174	16811	15.78618576	20608	16.69716976	24182	17.52357541	25684	19.96234132	31422	25.02853498	29109	18.76687457	19777	16.69785165	30594	22.25943418	24814	19.37491131	23752	18.53006853	25029	21.18801134	35800	23.03817696	22828	19.07076224
ENSMUSG00000098606	chr1	Mir6903	133726558	133726645	88	299	30.88220128	237	30.62969236	307	34.23387184	332	33.11152755	380	40.64836114	461	50.53743065	395	35.04873833	226	26.26148329	463	46.36278087	350	37.61158345	303	32.53344827	315	36.70015346	551	48.8008414	368	42.31152072
ENSMUSG00000102509	chr1	RP23-18J18.1	133775210	133778421	3212	29	0.08296871	18	0.064438597	22	0.067954717	10	0.027626153	27	0.080002303	11	0.033402902	8	0.019662764	15	0.048281567	22	0.061022564	14	0.041673588	17	0.050561002	13	0.041954636	28	0.068693085	17	0.054142589
ENSMUSG00000103166	chr1	RP23-18J18.3	133829528	133831225	1698	0	0	0	0	0	0	0	0	0	0	0	0	2	0.009296124	0	0	0	0	4	0.022516983	2	0.011249005	0	0	0	0	0	0
ENSMUSG00000100830	chr1	Gm28441	133835189	133838372	1343	0	0	0	0	0	0	2	0.013208754	0	0	0	0	0	0	0	0	2	0.013262006	2	0.014232274	0	0	0	0	0	0	2	0.015227603
ENSMUSG00000010311	chr1	Optc	133897199	133907999	2575	115	0.410373255	45	0.200932853	47	0.181075482	74	0.25498639	37	0.136743067	83	0.314365207	119	0.364809721	75	0.301103792	95	0.328667105	99	0.367563955	106	0.393221705	107	0.430710295	109	0.333538796	90	0.357517639
ENSMUSG00000090208	chr1	Gm15851	133906531	133914822	662	335	4.64470725	307	5.32609787	317	4.745187585	427	5.716701111	315	4.523207131	514	7.564005401	605	7.206213854	526	8.204895144	522	7.016741344	495	7.140608959	620	8.936256717	263	4.113292116	485	5.766256112	346	5.340272186
ENSMUSG00000041577	chr1	Prelp	133910304	133921414	3615	2056	5.22662999	1709	5.436231421	1921	5.272378675	2375	5.82997016	1993	5.247208572	3310	8.931035418	3459	7.554181936	2991	8.554385364	2846	7.01431018	2941	7.778756603	3441	9.093555594	1483	4.252654125	3137	6.838357709	2232	6.316355876
ENSMUSG00000100987	chr1	Gm1627	133962162	133971938	2588	0	0	0	0	6	0.022999948	0	0	4	0.014708805	7	0.026379601	4	0.012200939	2	0.007989117	0	0	0	0	0	0	0	0	2	0.006089248	0	0
ENSMUSG00000099507	chr1	Gm18970	134032441	134033378	938	2	0.019579044	0	0	0	0	0	0	0	0	2	0.02078101	0	0	4	0.044055001	0	0	0	0	2	0.02035363	0	0	4	0.033578409	0	0
ENSMUSG00000041559	chr1	Fmod	134037254	134048277	3306	1593	4.428010565	1321	4.594655119	1233	3.700296572	1001	2.686773291	1028	2.959432032	2448	7.222365423	2922	6.977684307	2028	6.342121755	1509	4.066619491	1694	4.899173174	2463	7.117175783	936	2.934870797	1631	3.887635004	1583	4.898324388
ENSMUSG00000020423	chr1	Btg2	134075170	134079120	2743	968	3.242786213	1798	7.536850068	1597	5.776016974	1432	4.632229315	1593	5.526893795	1043	3.708535503	1341	3.85931272	812	3.060361584	1205	3.913645035	1171	4.081467738	1916	6.672504466	796	3.007989347	1230	3.533350513	2949	10.99743714
ENSMUSG00000102380	chr1	RP23-393C3.4	134096405	134099159	2755	4	0.013341598	0	0	0	0	2	0.006441425	0	0	2	0.007080322	2	0.005730811	0	0	4	0.012934787	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073559	chr1	Gm8618	134109368	134109799	432	2	0.042458942	1	0.026564179	0	0	1	0.020499499	1	0.021986776	1	0.022532758	1	0.018238008	1	0.023884322	1	0.020582143	2	0.044175928	0	0	0	0	2	0.036408922	0	0
ENSMUSG00000026450	chr1	Chit1	134111242	134151540	1815	6	0.030371237	10	0.063338599	4	0.021860083	4	0.019551284	36	0.1887279	10	0.053726234	19	0.082623399	6	0.034169311	12	0.058890317	2	0.010533137	14	0.07366983	17	0.097068968	5	0.021703005	5	0.02817442
ENSMUSG00000064246	chr1	Chil1	134182176	134190181	2804	1385	4.538830613	943	3.866901616	1115	3.945024035	1239	3.920753876	1419	4.81613864	1347	4.685295316	2129	5.993880717	1888	6.960972914	1316	4.181205535	1424	4.855351811	1632	5.559871628	1130	4.177273501	1484	4.170294767	1182	4.312066338
ENSMUSG00000042451	chr1	Mybph	134193448	134201232	2329	4774	18.83447683	3944	19.46996993	5309	22.61332664	5440	20.72402552	4337	17.7207848	4605	19.28306003	6075	20.58996751	4286	19.02379096	5094	19.48415216	4604	18.89831022	4366	17.90627648	4115	18.31307406	5582	18.88424511	4624	20.30779296
ENSMUSG00000042429	chr1	Adora1	134199223	134235431	5785	18514	29.41364846	15252	30.32024197	19762	33.89691055	20978	32.1822787	16318	26.84960803	17279	29.13683771	21844	29.81391703	16274	29.08819024	19715	30.36664729	17480	28.89392751	16449	27.16680383	15297	27.41417435	22099	30.10647507	17589	31.10738772
ENSMUSG00000096676	chr1	Gm24517	134280885	134280991	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.145972807	0	0
ENSMUSG00000026459	chr1	Myog	134289989	134292548	1495	3	0.018433879	0	0	2	0.013268018	0	0	2	0.012727639	4	0.02608739	6	0.031672691	4	0.02765217	0	0	0	0	0	0	4	0.027725267	1	0.005269072	4	0.027360827
ENSMUSG00000026458	chr1	Ppfia4	134296783	134332928	6572	8786	12.28724829	5543	9.699861692	7904	11.93413513	8976	12.12133213	7335	10.623948	7210	10.70221995	10572	12.70161142	8126	12.78539074	8824	11.96410897	8797	12.80013469	8607	12.51312106	7731	12.196055	9758	11.70207559	7562	11.77263999
ENSMUSG00000042305	chr1	Tmem183a	134346097	134361979	3564	5560	14.33647313	4297	13.86404997	4874	13.56855634	6119	15.23533678	5154	13.76367251	6147	16.82309582	6873	15.224818	5031	14.59471446	5789	14.47179855	5499	14.75257277	5653	15.15294081	4745	13.80142773	6911	15.28083466	4894	14.04770095
ENSMUSG00000050526	chr1	4933406M09Rik	134385940	134390981	1768	0	0	0	0	4	0.022440876	2	0.010035368	0	0	4	0.022061468	0	0	2	0.011692382	4	0.020151652	2	0.010812989	2	0.010803877	0	0	2	0.00891185	6	0.034707573
ENSMUSG00000026456	chr1	Cyb5r1	134405559	134411740	4437	1615	3.345124579	1205	3.123086726	1387	3.101678752	1604	3.208102279	1517	3.25422617	1552	3.411981429	2058	3.662042435	1626	3.789082514	1800	3.614628764	1773	3.820894247	1700	3.660488939	1454	3.39722602	1987	3.529200133	1565	3.608509613
ENSMUSG00000026457	chr1	Adipor1	134415378	134433351	5025	5613	10.26596137	4407	10.0856725	5405	10.6728613	6592	11.64195334	6230	11.80089681	6593	12.79861076	7960	12.50707872	5614	11.55182879	6399	11.34666202	6394	12.16728631	6432	12.22928389	4999	10.31354542	7152	11.21684553	5698	11.60114308
ENSMUSG00000101061	chr1	Gm29643	134435628	134439597	3316	52	0.144106954	32	0.110965712	44	0.131648179	54	0.144503853	62	0.177949048	49	0.144129489	63	0.149989334	38	0.118478336	46	0.12359214	55	0.158584522	45	0.12964164	42	0.131295896	50	0.118820192	47	0.144995061
ENSMUSG00000102722	chr1	RP24-547I3.2	134454492	134455473	982	23	0.215080673	10	0.117012101	14	0.14134556	12	0.108357473	16	0.154958683	20	0.198508322	32	0.257076134	20	0.210415291	20	0.181323866	14	0.136212856	12	0.116655496	22	0.232068661	14	0.112263929	14	0.145738851
ENSMUSG00000026455	chr1	Klhl12	134455531	134491018	11395	3240	2.613482746	2462	2.484962868	2891	2.517696075	3453	2.689523092	2800	2.339133675	3419	2.927176433	4176	2.893832231	2733	2.480207467	3458	2.704276171	3338	2.801415142	3199	2.682497185	2874	2.615059991	4240	2.932777622	2950	2.648929488
ENSMUSG00000042229	chr1	Rabif	134494648	134508774	2861	2451	7.87228393	1787	7.181897764	2174	7.538719111	2581	8.004782109	2463	8.19302411	2692	9.177146524	3166	8.735878418	2194	7.928076157	2523	7.856445715	2476	8.274172882	2551	8.517620859	2341	8.481625984	3052	8.405830291	2193	7.840970589
ENSMUSG00000077202	chr1	Gm25612	134505338	134505463	126	1	0.072380795	0	0	0	0	5	0.34945996	2	0.149925576	6	0.460945701	2	0.12436311	2	0.162864749	4	0.280695056	2	0.150615565	3	0.225732977	2	0.163295271	2	0.124134355	2	0.161148808
ENSMUSG00000096712	chr1	Gm15454	134518081	134518563	483	2	0.037984963	0	0	1	0.020505119	0	0	0	0	0	0	1	0.016316235	2	0.042735172	1	0.018413364	0	0	0	0	1	0.02142407	3	0.048858667	0	0
ENSMUSG00000101955	chr1	Gm29376	134519978	134524139	835	0	0	1	0.01375872	3	0.035614154	2	0.021235127	2	0.022775775	1	0.011670675	3	0.028338723	0	0	0	0	0	0	2	0.022861314	0	0	2	0.018857731	0	0
ENSMUSG00000046367	chr1	Mgat4e	134540941	134549682	1832	3	0.015044781	0	0	4	0.021657343	2	0.009684979	0	0	2	0.010645591	0	0	4	0.022568274	2	0.009724024	2	0.010435448	2	0.010426655	4	0.022627932	4	0.017201378	2	0.011165248
ENSMUSG00000042207	chr1	Kdm5b	134560171	134635285	16555	5574	3.094842942	4645	3.227116145	5669	3.398276333	6480	3.474167297	7082	4.072395559	5757	3.392681194	6557	3.127627809	4791	2.992757809	6208	3.341756362	5637	3.256388385	5380	3.105305506	5013	3.139710606	7457	3.550376768	5918	3.657803454
ENSMUSG00000097435	chr1	Gm26783	134642254	134646520	2377	49	0.189413661	12	0.058043513	25	0.104336391	14	0.052257343	29	0.116100903	24	0.098469477	30	0.099626461	33	0.143516855	30	0.112431472	34	0.136744745	20	0.080370306	20	0.087209838	47	0.155794358	32	0.137701589
ENSMUSG00000026452	chr1	Syt2	134646677	134762593	7638	18519	22.28476657	8901	13.40252378	12403	16.1137969	11266	13.09074541	6850	8.536965216	8780	11.21399209	25050	25.8962286	14800	20.03669212	9883	11.53003905	15320	19.18076106	13603	17.01671258	11135	15.11475265	16002	16.51214424	11586	15.5202187
ENSMUSG00000073557	chr1	Ppp1r12b	134754658	134955942	14983	9659	5.925588234	8730	6.701480756	10177	6.740617163	12501	7.405393329	11780	7.484572103	11497	7.486158306	12759	6.72440981	10136	6.995836597	13638	8.111504524	11596	7.401572922	11655	7.432963307	10882	7.530577638	15454	8.129781273	10079	6.883201818
ENSMUSG00000103614	chr1	RP24-541A5.3	134799895	134801985	2091	55	0.241672969	17	0.093469848	44	0.208736621	46	0.195176395	21	0.095566805	22	0.102603752	35	0.132120943	49	0.242234066	43	0.183183043	27	0.123437087	30	0.13703675	22	0.109045647	52	0.195932907	49	0.239681891
ENSMUSG00000077846	chr1	Gm22232	134809275	134809368	94	0	0	0	0	6	0.626809106	0	0	7	0.701493878	6	0.616211622	1	0.083126921	6	0.653173362	2	0.187622485	1	0.100674614	0	0	7	0.764049979	6	0.497844098	2	0.215430512
ENSMUSG00000103976	chr1	RP24-541A5.1	134819916	134827549	7634	182	0.219123731	103	0.155171686	156	0.202779108	93	0.108119754	169	0.210730362	87	0.11117636	135	0.13963363	149	0.201826434	133	0.155246241	151	0.189152239	105	0.131418871	108	0.14667701	176	0.181706032	160	0.214442946
ENSMUSG00000101168	chr1	Gm28892	134834142	134846415	2721	831	2.806337958	784	3.31292983	923	3.365280212	1008	3.287029116	918	3.210731662	882	3.161423694	888	2.576262695	690	2.621571997	1149	3.76192732	869	3.05334048	797	2.79799978	864	3.291341568	1139	3.298384804	829	3.116500725
ENSMUSG00000026429	chr1	Ube2t	134962565	134974162	4832	87	0.165473909	52	0.123757305	47	0.096513644	61	0.112032539	90	0.177286295	64	0.129200864	67	0.109477106	61	0.130531058	51	0.094044169	68	0.13456611	52	0.102816786	55	0.118003049	71	0.115799657	56	0.118569245
ENSMUSG00000042793	chr1	Lgr6	134983301	135105276	6851	560	0.75127293	431	0.723509456	596	0.863249941	820	1.062252197	148	0.205633474	223	0.317533645	374	0.431041959	205	0.309412123	230	0.299149978	260	0.362910533	227	0.316581825	331	0.500908005	334	0.384233149	353	0.527179087
ENSMUSG00000097993	chr1	Ptprv	135108497	135132594	6987	44	0.057879777	82	0.134972487	97	0.137761064	83	0.105428089	1507	2.053098598	53	0.073998891	24	0.027122121	28	0.041438684	39	0.049738216	24	0.03284747	59	0.080681988	124	0.183999279	50	0.056400483	92	0.134721141
ENSMUSG00000097988	chr1	Gm10535	135108961	135113378	915	7	0.0702473	7	0.087899593	9	0.097511242	8	0.077522122	197	2.047482521	8	0.085211214	3	0.025863725	6	0.067741779	3	0.029187996	4	0.041764578	1	0.010432347	15	0.169802124	6	0.051632303	6	0.067028052
ENSMUSG00000031506	chr1	Ptpn7	135132700	135145317	6102	18	0.027111666	15	0.028270415	15	0.024392457	22	0.031997088	281	0.438341309	24	0.038368084	61	0.078931756	38	0.064393354	30	0.043808298	22	0.034476478	23	0.036013219	15	0.025485621	16	0.020665329	8	0.013413665
ENSMUSG00000026426	chr1	Arl8a	135146824	135156269	2299	11677	46.6692167	9463	47.32441995	11370	49.0614388	14378	55.48834644	11944	49.4391971	12670	53.74660278	16597	56.98585359	12402	55.76538572	13796	53.45690893	13085	54.41134619	12874	53.48883565	11109	50.08347609	15402	52.78554389	10913	48.5531199
ENSMUSG00000087721	chr1	Gm26280	135150666	135150766	101	16	1.441938967	15	1.691513167	17	1.654079584	29	2.523649085	33	3.080088665	19	1.817421531	36	2.787196763	23	2.331999665	23	2.009583967	56	5.250872043	40	3.747462494	32	3.253097948	28	2.163832191	37	3.711952199
ENSMUSG00000085311	chr1	Gm15445	135152963	135153806	603	27	0.410916796	20	0.380870515	22	0.361487591	14	0.205741659	22	0.346764949	29	0.46845006	31	0.405312554	24	0.410936883	33	0.486917624	25	0.395864585	40	0.632849627	15	0.25751448	19	0.24796043	22	0.372723319
ENSMUSG00000026424	chr1	Gpr37l1	135160234	135167681	2269	20517	83.08355459	14434	73.13834677	17632	77.08739532	21011	82.15840612	15681	65.76538215	19228	82.64384147	26178	91.07011944	21009	95.71507487	18983	74.52765965	19785	83.35924593	19057	80.22433988	15963	72.91820841	20734	71.99841814	14049	63.33158801
ENSMUSG00000079139	chr1	Gm4204	135231995	135233225	1231	1616	12.05751237	1368	12.7720228	1462	11.77726145	1727	12.44264669	2017	15.58635777	1882	14.90428515	2136	13.69165163	1515	12.71752923	1833	13.25959472	1521	11.80761234	1650	12.79825361	1482	12.47339941	2091	13.3785499	1450	12.04364975
ENSMUSG00000097680	chr1	Gm26642	135248561	135266443	2782	587	1.938884606	401	1.657354691	545	1.943528653	650	2.073152692	727	2.486970621	684	2.397977672	751	2.131042106	696	2.586406915	681	2.180782727	709	2.436557186	688	2.362396047	475	1.769814449	783	2.217758607	569	2.09218403
ENSMUSG00000003051	chr1	Elf3	135253575	135258568	2217	16	0.06631099	12	0.062230602	10	0.044745165	10	0.04001931	9	0.038630508	14	0.061584119	33	0.117494544	21	0.097917107	18	0.072325169	17	0.073304555	14	0.060317588	3	0.014025135	14	0.049754482	5	0.023067965
ENSMUSG00000041926	chr1	Rnpep	135262712	135284084	6977	2626	3.459320689	1863	3.070903612	2311	3.286825382	2837	3.608772548	3133	4.274436604	2961	4.140089044	3324	3.76179695	2580	3.82375062	3088	3.943890237	2855	3.913080005	3146	4.308292973	2247	3.339023229	3443	3.889302971	2396	3.513635216
ENSMUSG00000062580	chr1	Timm17a	135295213	135313778	7893	7014	8.167623444	5852	8.526906305	6008	7.553364688	7166	8.057694946	6104	7.361509101	6370	7.873077925	8272	8.275203903	5752	7.5356822	6433	7.262646774	6472	7.841243968	6689	8.0973246	5601	7.357254575	7720	7.708784339	6068	7.865915427
ENSMUSG00000048096	chr1	Lmod1	135324807	135368065	3948	156	0.363132009	89	0.259231139	114	0.28650049	117	0.262984328	109	0.262777886	193	0.47683971	259	0.517938185	158	0.413781217	193	0.435560681	167	0.404457523	196	0.47429267	149	0.391242899	273	0.544930644	153	0.396465243
ENSMUSG00000087859	chr1	Gm22796	135353717	135353822	106	0	0	0	0	2	0.185504252	0	0	0	0	2	0.182367925	2	0.147608551	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041889	chr1	Shisa4	135371057	135375237	2418	7134	27.10967457	5861	27.86892062	7093	29.10058658	8347	30.62849694	6717	26.4355853	8285	33.41634023	10512	34.31743216	8444	36.10049657	8920	32.8630206	8398	33.20347833	8879	35.07564477	7400	31.72073081	10486	34.16958489	6776	28.66410272
ENSMUSG00000041879	chr1	Ipo9	135382312	135430499	8233	13650	15.23873288	11237	15.69725863	13425	16.18121332	16041	17.29225837	14178	16.39281583	13726	16.26429982	15524	14.8887443	11746	14.75298678	14353	15.53496629	13433	15.60291462	13516	15.68609337	12221	15.39016282	17104	16.37391543	14575	18.11333934
ENSMUSG00000100620	chr1	Gm28277	135409622	135414186	885	16	0.166002003	8	0.103858145	9	0.100812977	9	0.090165403	16	0.171923685	4	0.044048235	10	0.089131575	8	0.093380691	13	0.130763978	17	0.183509596	13	0.14021262	12	0.140441305	8	0.0711741	10	0.115496042
ENSMUSG00000009418	chr1	Nav1	135434580	135607295	17303	8994	4.777860268	6733	4.475549899	9064	5.198535836	10182	5.222972341	9173	5.046779584	10632	5.994744821	13516	6.168321147	11166	6.673473444	13195	6.795812393	12410	6.859127172	12139	6.703689344	10174	6.0966682	14982	6.824785466	10218	6.042549468
ENSMUSG00000093515	chr1	Mir1231	135454603	135454683	81	8	0.896815699	1	0.140271824	0	0	8	0.865978828	9	1.044908128	2	0.237967903	2	0.192611158	2	0.252241745	2	0.217367513	0	0	2	0.233073887	6	0.758725588	2	0.192256867	4	0.499168259
ENSMUSG00000102474	chr1	RP23-2M16.4	135480392	135481414	1023	14	0.125676809	8	0.089861637	4	0.03876749	4	0.03467298	15	0.13945714	6	0.05716807	7	0.053983792	8	0.080796184	10	0.087031914	11	0.102739231	8	0.074656479	6	0.060757323	9	0.069280063	17	0.169882947
ENSMUSG00000104524	chr1	RP24-331B5.1	135523088	135525338	2251	44	0.179602078	32	0.163442835	40	0.176278464	11	0.043356622	40	0.169099006	42	0.181963023	47	0.164814255	60	0.275539384	71	0.280975502	31	0.131654858	48	0.20368091	30	0.138133877	48	0.16801133	45	0.204477229
ENSMUSG00000054412	chr1	Gm4793	135584773	135599948	2616	513	1.801941594	373	1.639416889	483	1.831686143	531	1.801034111	445	1.618846754	615	2.292839383	729	2.199829925	599	2.367139864	699	2.380410987	619	2.262197439	580	2.117881937	526	2.084151833	770	2.319277529	604	2.361750623
ENSMUSG00000090399	chr1	Nav1	135606447	135688105	1645	84	0.469111979	56	0.391329413	64	0.385884909	38	0.204920263	96	0.555252922	57	0.337868158	122	0.585322609	76	0.47751232	74	0.400664055	99	0.575239823	94	0.545727072	55	0.346481612	78	0.373534302	59	0.366794659
ENSMUSG00000026421	chr1	Csrp1	135720061	135752232	1956	26463	124.3011992	18079	106.2595261	20866	105.8171424	25031	113.532059	19088	92.85794134	21893	109.1482284	30967	124.9607458	22530	119.061455	19744	89.91306651	22356	109.2563922	22899	111.8157978	18514	98.0972351	24381	98.2033734	18258	95.46918161
ENSMUSG00000041801	chr1	Phlda3	135766119	135769136	1559	2739	16.13966446	1813	13.36772495	2141	13.62070919	2632	14.97588258	1729	10.55163708	2437	15.24169162	4109	20.80064696	3153	20.90259432	2236	12.77396418	2758	16.90881776	2976	18.2299637	2482	16.49774216	2874	14.52204851	2272	14.90337232
ENSMUSG00000026418	chr1	Tnni1	135779434	135810989	3600	266	0.679024716	148	0.472740586	204	0.562230883	199	0.490524942	246	0.650371402	420	1.1379637	870	1.907925582	589	1.691581757	621	1.536904817	519	1.378439839	469	1.244592549	418	1.203650758	562	1.230209034	212	0.60243967
ENSMUSG00000041782	chr1	Lad1	135818598	135833342	3400	150	0.405426092	81	0.273944561	121	0.35309079	177	0.461952981	89	0.249133899	117	0.335645995	153	0.355263098	111	0.33753372	135	0.353757478	116	0.326208248	137	0.384938554	162	0.493918981	172	0.398646112	79	0.237695676
ENSMUSG00000026414	chr1	Tnnt2	135836354	135852260	7752	190	0.225273904	195	0.289300459	243	0.311059981	261	0.298814634	253	0.310670623	417	0.52476941	498	0.507253274	343	0.457535878	481	0.552909161	392	0.483570571	348	0.428930507	395	0.528292743	441	0.448367911	193	0.25473484
ENSMUSG00000101482	chr1	Gm28883	135869782	135870150	369	3	0.074532656	2	0.062174538	5	0.134114561	4	0.095959816	3	0.077191411	1	0.026369416	2	0.042686797	1	0.027951112	5	0.120433352	2	0.051697775	2	0.051654213	2	0.056049998	2	0.042608279	6	0.165939719
ENSMUSG00000026413	chr1	Pkp1	135871395	135919207	5024	14	0.025610558	15	0.034335193	13	0.025675265	13	0.022963518	27	0.051153711	7	0.013591401	10	0.015715537	6	0.012348551	19	0.033697372	14	0.026646216	12	0.022820369	18	0.037143581	23	0.036079249	21	0.042764564
